t_device,t_host,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,dropped_before,buttons,seq
4.295000,19.051315,0.00000,0.12206,-0.06103,0.10712,-0.00268,1.00650,0,0,858
4.300000,19.051471,0.06103,0.12206,-0.06103,0.10663,-0.00244,1.00699,0,0,859
4.305000,19.051471,0.00000,0.06103,0.00000,0.10590,-0.00195,1.00821,0,0,860
4.310000,19.051471,-0.12206,0.06103,0.00000,0.10541,-0.00146,1.00845,0,0,861
4.315000,19.051622,-0.06103,0.06103,0.06103,0.10614,-0.00122,1.00748,0,0,862
4.320000,19.051622,-0.06103,0.06103,0.06103,0.10565,-0.00171,1.00723,0,0,863
4.325000,19.051622,-0.06103,0.12206,0.00000,0.10590,-0.00220,1.00748,0,0,864
4.330000,19.051748,0.00000,0.06103,0.06103,0.10541,-0.00195,1.00821,0,0,865
4.335000,19.051748,0.06103,0.12206,-0.06103,0.10590,-0.00195,1.00723,0,0,866
4.340000,19.051748,0.06103,0.00000,-0.06103,0.10687,-0.00098,1.00601,0,0,867
4.345000,19.051874,0.00000,0.06103,-0.06103,0.10736,-0.00073,1.00601,0,0,868
4.350000,19.051874,-0.06103,-0.06103,0.00000,0.10712,-0.00146,1.00674,0,0,869
4.355000,19.051874,0.00000,0.00000,0.00000,0.10590,-0.00195,1.00748,0,0,870
4.360000,19.052002,0.00000,0.06103,-0.06103,0.10590,-0.00293,1.00723,0,0,871
4.365000,19.052002,0.06103,0.00000,-0.12206,0.10663,-0.00293,1.00674,0,0,872
4.370000,19.052002,-0.06103,0.06103,-0.06103,0.10663,-0.00268,1.00748,0,0,873
4.375000,19.052127,-0.06103,0.06103,-0.06103,0.10663,-0.00195,1.00772,0,0,874
4.380000,19.052127,-0.06103,0.06103,-0.06103,0.10760,-0.00122,1.00650,0,0,875
4.385000,19.052127,-0.12206,0.00000,-0.06103,0.10760,-0.00171,1.00552,0,0,876
4.390000,19.052255,-0.18309,0.00000,0.00000,0.10712,-0.00268,1.00674,0,0,877
4.395000,19.052255,-0.12206,-0.06103,0.06103,0.10663,-0.00342,1.00723,0,0,878
4.400000,19.052255,0.00000,-0.06103,-0.06103,0.10590,-0.00268,1.00748,0,0,879
4.405000,19.052380,0.00000,0.06103,-0.06103,0.10663,-0.00244,1.00699,0,0,880
4.410000,19.052380,-0.06103,0.00000,0.00000,0.10785,-0.00146,1.00650,0,0,881
4.415000,19.052380,0.00000,0.06103,0.00000,0.10712,-0.00122,1.00650,0,0,882
4.420000,19.052504,-0.06103,-0.06103,0.00000,0.10638,-0.00098,1.00772,0,0,883
4.425000,19.052504,-0.12206,0.00000,0.06103,0.10565,-0.00195,1.00796,0,0,884
4.430000,19.052504,0.00000,0.00000,0.00000,0.10541,-0.00195,1.00821,0,0,885
4.435000,19.052635,-0.06103,0.00000,-0.06103,0.10541,-0.00146,1.00796,0,0,886
4.440000,19.052635,0.12206,0.00000,-0.06103,0.10590,-0.00146,1.00772,0,0,887
4.445000,19.052635,0.00000,0.06103,0.00000,0.10590,-0.00098,1.00821,0,0,888
4.450000,19.052760,0.00000,0.06103,0.06103,0.10590,-0.00049,1.00992,0,0,889
4.455000,19.052760,0.06103,0.06103,0.06103,0.10541,-0.00073,1.00504,0,0,890
4.460000,19.052760,-0.18309,0.12206,0.06103,0.10468,-0.00171,0.99210,0,0,891
4.465000,19.052886,-0.48824,0.00000,0.12206,0.10468,-0.00342,1.00113,0,0,892
4.470000,19.052886,-0.30515,-0.06103,0.12206,0.10785,-0.00415,1.02480,0,0,893
4.475000,19.052886,0.42721,0.06103,0.06103,0.10834,-0.00220,1.02260,0,0,894
4.480000,19.053011,0.85442,0.12206,-0.06103,0.10394,0.00122,0.99406,0,0,895
4.485000,19.053011,0.42721,0.06103,-0.12206,0.10297,0.00293,0.99015,0,0,896
4.490000,19.053011,-0.42721,-0.06103,-0.06103,0.10638,-0.00024,1.00699,0,0,897
4.495000,19.053139,-0.79339,0.00000,0.06103,0.10809,-0.00366,1.01382,0,0,898
4.500000,19.053139,-0.18309,0.00000,0.06103,0.10882,-0.00488,1.01431,0,0,899
4.505000,19.053139,0.42721,0.06103,0.06103,0.10687,-0.00268,1.00894,0,0,900
4.510000,19.053264,0.79339,0.12206,0.00000,0.10443,0.00220,1.00089,0,0,901
4.515000,19.053264,0.42721,0.06103,0.00000,0.10565,0.00464,1.00064,0,0,902
4.520000,19.053264,-0.36618,0.12206,0.06103,0.10809,0.00293,1.00504,0,0,903
4.525000,19.053394,-0.54927,0.00000,0.06103,0.10638,-0.00146,1.00845,0,0,904
4.530000,19.053394,-0.61030,0.00000,0.06103,0.10590,-0.00415,1.00748,0,0,905
4.535000,19.053394,0.00000,0.12206,0.06103,0.10687,-0.00464,1.00626,0,0,906
4.540000,19.053558,0.48824,0.12206,0.00000,0.10541,-0.00171,1.00845,0,0,907
4.545000,19.053558,0.61030,0.12206,0.00000,0.10492,0.00220,1.00748,0,0,908
4.550000,19.053558,0.18309,0.12206,-0.06103,0.10443,0.00317,1.00284,0,0,909
4.555000,19.053685,-0.30515,0.00000,0.06103,0.10394,0.00098,1.00138,0,0,910
4.560000,19.053685,-0.54927,-0.06103,0.06103,0.10565,-0.00244,1.00479,0,0,911
4.565000,19.053685,-0.42721,0.06103,-0.06103,0.10638,-0.00390,1.00845,0,0,912
4.570000,19.053815,-0.12206,0.06103,-0.06103,0.10614,-0.00415,1.00992,0,0,913
4.575000,19.053815,0.36618,0.06103,-0.12206,0.10638,-0.00244,1.00796,0,0,914
4.580000,19.053815,0.42721,0.06103,-0.06103,0.10614,0.00122,1.00430,0,0,915
4.585000,19.053941,0.12206,0.00000,-0.06103,0.10687,0.00293,1.00430,0,0,916
4.590000,19.053941,-0.18309,-0.12206,0.00000,0.10760,0.00146,1.00577,0,0,917
4.595000,19.053941,-0.36618,-0.06103,0.12206,0.10614,-0.00171,1.00748,0,0,918
4.600000,19.054065,-0.36618,0.00000,0.00000,0.10614,-0.00342,1.00650,0,0,919
4.605000,19.054065,-0.24412,0.12206,0.06103,0.10687,-0.00415,1.00650,0,0,920
4.610000,19.054065,0.06103,0.12206,-0.06103,0.10687,-0.00415,1.00748,0,0,921
4.615000,19.054194,0.18309,0.12206,0.00000,0.10638,-0.00171,1.00723,0,0,922
4.620000,19.054194,0.30515,0.12206,0.00000,0.10687,0.00049,1.00479,0,0,923
4.625000,19.054194,0.06103,-0.06103,0.06103,0.10614,0.00049,1.00308,0,0,924
4.630000,19.054319,-0.12206,-0.12206,0.00000,0.10663,-0.00024,1.00479,0,0,925
4.635000,19.054319,-0.54927,-0.06103,0.06103,0.10663,-0.00244,1.00894,0,0,926
4.640000,19.054319,-0.30515,0.06103,0.06103,0.10614,-0.00390,1.01016,0,0,927
4.645000,19.054445,0.12206,0.06103,-0.06103,0.10565,-0.00390,1.00894,0,0,928
4.650000,19.054445,0.42721,0.18309,-0.12206,0.10614,-0.00268,1.00601,0,0,929
4.655000,19.054445,0.42721,0.06103,0.00000,0.10590,0.00146,1.00406,0,0,930
4.660000,19.054570,0.12206,0.00000,0.00000,0.10663,0.00195,1.00577,0,0,931
4.665000,19.054570,-0.30515,-0.06103,0.00000,0.10687,0.00049,1.00650,0,0,932
4.670000,19.054570,-0.42721,0.00000,0.06103,0.10785,-0.00244,1.00601,0,0,933
4.675000,19.054696,-0.24412,0.06103,0.06103,0.10834,-0.00390,1.00699,0,0,934
4.680000,19.054696,0.06103,0.12206,0.00000,0.10785,-0.00317,1.00870,0,0,935
4.685000,19.054696,0.36618,0.06103,-0.06103,0.10712,-0.00049,1.00601,0,0,936
4.690000,19.054820,0.36618,0.00000,-0.06103,0.10590,0.00122,1.00357,0,0,937
4.695000,19.054820,0.06103,0.00000,0.06103,0.10468,0.00122,1.00284,0,0,938
4.700000,19.054820,-0.30515,0.06103,0.00000,0.10541,-0.00098,1.00430,0,0,939
4.705000,19.054945,-0.42721,0.06103,0.00000,0.10663,-0.00317,1.00650,0,0,940
4.710000,19.054945,-0.18309,0.00000,0.00000,0.10736,-0.00415,1.00674,0,0,941
4.715000,19.054945,0.06103,0.06103,0.00000,0.10712,-0.00390,1.00748,0,0,942
4.720000,19.055073,0.24412,0.00000,-0.06103,0.10614,-0.00268,1.00772,0,0,943
4.725000,19.055073,0.18309,0.12206,-0.06103,0.10565,-0.00024,1.00650,0,0,944
4.730000,19.055073,0.24412,-0.06103,-0.06103,0.10638,0.00073,1.00504,0,0,945
4.735000,19.055198,-0.18309,0.00000,-0.06103,0.10663,-0.00024,1.00552,0,0,946
4.740000,19.055198,-0.36618,0.00000,-0.12206,0.10614,-0.00244,1.00723,0,0,947
4.745000,19.055198,-0.42721,0.00000,0.00000,0.10565,-0.00390,1.00796,0,0,948
4.750000,19.055322,-0.18309,-0.06103,-0.06103,0.10638,-0.00415,1.00748,0,0,949
4.755000,19.055322,0.18309,0.00000,0.06103,0.10638,-0.00293,1.00723,0,0,950
4.760000,19.055322,0.18309,0.12206,0.00000,0.10663,-0.00049,1.00626,0,0,951
4.765000,19.055447,0.00000,0.06103,-0.06103,0.10712,0.00049,1.00552,0,0,952
4.770000,19.055447,-0.18309,0.00000,0.00000,0.10712,-0.00024,1.00626,0,0,953
4.775000,19.055447,-0.24412,0.00000,-0.06103,0.10663,-0.00195,1.00674,0,0,954
4.780000,19.055604,-0.18309,0.06103,0.00000,0.10663,-0.00366,1.00650,0,0,955
4.785000,19.055604,-0.06103,0.06103,0.06103,0.10712,-0.00415,1.00601,0,0,956
4.790000,19.055604,0.18309,0.00000,-0.06103,0.10687,-0.00366,1.00626,0,0,957
4.795000,19.055730,0.24412,0.00000,0.00000,0.10687,-0.00268,1.00674,0,0,958
4.800000,19.055730,0.06103,0.06103,0.12206,0.10638,-0.00171,1.00626,0,0,959
4.805000,19.055730,0.06103,0.06103,0.00000,0.10687,-0.00171,1.00626,0,0,960
4.810000,19.055855,-0.06103,0.06103,0.00000,0.10663,-0.00195,1.00699,0,0,961
4.815000,19.055855,-0.24412,0.00000,0.06103,0.10565,-0.00244,1.00870,0,0,962
4.820000,19.055855,-0.06103,0.12206,0.00000,0.10541,-0.00244,1.00796,0,0,963
4.825000,19.055979,0.12206,0.24412,0.06103,0.10516,-0.00268,1.00796,0,0,964
4.830000,19.055979,0.12206,0.00000,-0.06103,0.10492,-0.00098,1.00674,0,0,965
4.835000,19.055979,0.12206,0.00000,0.00000,0.10687,-0.00049,1.00577,0,0,966
4.840000,19.056107,0.00000,0.00000,0.06103,0.10712,-0.00122,1.00577,0,0,967
4.845000,19.056107,-0.18309,0.00000,0.06103,0.10687,-0.00195,1.00626,0,0,968
4.850000,19.056107,-0.18309,-0.06103,0.06103,0.10663,-0.00293,1.00821,0,0,969
4.855000,19.056232,-0.12206,0.00000,0.06103,0.10614,-0.00366,1.00772,0,0,970
4.860000,19.056232,0.06103,-0.06103,0.00000,0.10614,-0.00293,1.00772,0,0,971
4.865000,19.056232,0.18309,0.00000,0.00000,0.10614,-0.00195,1.00723,0,0,972
4.870000,19.056378,0.24412,-0.06103,0.00000,0.10663,-0.00098,1.00601,0,0,973
4.875000,19.056378,0.12206,0.00000,0.00000,0.10687,-0.00098,1.00674,0,0,974
4.880000,19.056378,-0.06103,0.00000,-0.06103,0.10590,-0.00146,1.00821,0,0,975
4.885000,19.056490,-0.12206,0.06103,-0.06103,0.10492,-0.00195,1.00918,0,0,976
4.890000,19.056490,-0.06103,0.00000,-0.06103,0.10468,-0.00268,1.00870,0,0,977
4.895000,19.056490,0.00000,0.06103,0.00000,0.10492,-0.00268,1.00870,0,0,978
4.900000,19.056599,0.06103,-0.06103,0.00000,0.10541,-0.00220,1.00821,0,0,979
4.905000,19.056599,0.12206,0.00000,0.00000,0.10590,-0.00049,1.00601,0,0,980
4.910000,19.056599,0.12206,0.06103,0.00000,0.10760,-0.00024,1.00528,0,0,981
4.915000,19.056707,-0.06103,0.06103,-0.06103,0.10834,0.00024,1.00479,0,0,982
4.920000,19.056707,-0.12206,0.00000,0.00000,0.10760,-0.00098,1.00601,0,0,983
4.925000,19.056707,-0.12206,0.18309,0.06103,0.10565,-0.00146,1.00821,0,0,984
4.930000,19.056817,-0.06103,-0.06103,0.06103,0.10468,-0.00146,1.00870,0,0,985
4.935000,19.056817,0.06103,0.00000,-0.06103,0.10541,-0.00073,1.00674,0,0,986
4.940000,19.056817,0.06103,0.00000,0.00000,0.10687,-0.00098,1.00626,0,0,987
4.945000,19.064363,0.12206,0.06103,-0.12206,0.10785,0.00024,1.00552,0,0,988
4.950000,19.064363,0.00000,0.06103,0.00000,0.10907,0.00073,1.00601,0,0,989
4.955000,19.064363,-0.06103,0.00000,-0.06103,0.10834,-0.00171,1.00674,0,0,990
4.960000,19.079440,0.00000,0.06103,0.00000,0.10712,-0.00220,1.00845,0,0,991
4.965000,19.079440,0.00000,0.00000,-0.06103,0.10565,-0.00171,1.00894,0,0,992
4.970000,19.079440,0.06103,0.18309,-0.06103,0.10541,-0.00171,1.00796,0,0,993
4.975000,19.094372,0.12206,0.12206,-0.06103,0.10614,-0.00073,1.00674,0,0,994
4.980000,19.094372,0.06103,0.00000,-0.06103,0.10663,0.00024,1.00650,0,0,995
4.985000,19.094372,0.00000,-0.06103,0.00000,0.10687,-0.00098,1.00650,0,0,996
4.990000,19.109414,-0.12206,0.00000,0.06103,0.10614,-0.00122,1.00723,0,0,997
4.995000,19.109414,-0.06103,0.12206,0.00000,0.10565,-0.00171,1.00796,0,0,998
5.000000,19.109414,0.00000,0.00000,-0.06103,0.10443,-0.00195,1.00821,0,0,999
5.005000,19.124066,0.06103,-0.06103,-0.06103,0.10565,-0.00268,1.00699,0,0,1000
5.010000,19.124066,0.12206,0.00000,-0.12206,0.10687,-0.00195,1.00674,0,0,1001
